"$cyan-600","--bs-cyan-600","","shade-color($cyan, 20%) !default"
"$cyan-700","--bs-cyan-700","","shade-color($cyan, 40%) !default"
"$cyan-800","--bs-cyan-800","","shade-color($cyan, 60%) !default"
"$cyan-900","--bs-cyan-900","","shade-color($cyan, 80%) !default"
"$blues","--bs-blues","","( ""blue-100"": $blue-100, ""blue-200"": $blue-200, ""blue-300"": $blue-300, ""blue-400"": $blue-400, ""blue-500"": $blue-500, ""blue-600"": $blue-600, ""blue-700"": $blue-700, ""blue-800"": $blue-800, ""blue-900"": $blue-900 ) !default"
"$indigos","--bs-indigos","","( ""indigo-100"": $indigo-100, ""indigo-200"": $indigo-200, ""indigo-300"": $indigo-300, ""indigo-400"": $indigo-400, ""indigo-500"": $indigo-500, ""indigo-600"": $indigo-600, ""indigo-700"": $indigo-700, ""indigo-800"": $indigo-800, ""indigo-900"": $indigo-900 ) !default"
"$purples","--bs-purples","","( ""purple-100"": $purple-100, ""purple-200"": $purple-200, ""purple-300"": $purple-300, ""purple-400"": $purple-400, ""purple-500"": $purple-500, ""purple-600"": $purple-600, ""purple-700"": $purple-700, ""purple-800"": $purple-800, ""purple-900"": $purple-900 ) !default"
"$pinks","--bs-pinks","","( ""pink-100"": $pink-100, ""pink-200"": $pink-200, ""pink-300"": $pink-300, ""pink-400"": $pink-400, ""pink-500"": $pink-500, ""pink-600"": $pink-600, ""pink-700"": $pink-700, ""pink-800"": $pink-800, ""pink-900"": $pink-900 ) !default"
"$reds","--bs-reds","","( ""red-100"": $red-100, ""red-200"": $red-200, ""red-300"": $red-300, ""red-400"": $red-400, ""red-500"": $red-500, ""red-600"": $red-600, ""red-700"": $red-700, ""red-800"": $red-800, ""red-900"": $red-900 ) !default"
"$oranges","--bs-oranges","","( ""orange-100"": $orange-100, ""orange-200"": $orange-200, ""orange-300"": $orange-300, ""orange-400"": $orange-400, ""orange-500"": $orange-500, ""orange-600"": $orange-600, ""orange-700"": $orange-700, ""orange-800"": $orange-800, ""orange-900"": $orange-900 ) !default"
"$yellows","--bs-yellows","","( ""yellow-100"": $yellow-100, ""yellow-200"": $yellow-200, ""yellow-300"": $yellow-300, ""yellow-400"": $yellow-400, ""yellow-500"": $yellow-500, ""yellow-600"": $yellow-600, ""yellow-700"": $yellow-700, ""yellow-800"": $yellow-800, ""yellow-900"": $yellow-900 ) !default"
"$greens","--bs-greens","","( ""green-100"": $green-100, ""green-200"": $green-200, ""green-300"": $green-300, ""green-400"": $green-400, ""green-500"": $green-500, ""green-600"": $green-600, ""green-700"": $green-700, ""green-800"": $green-800, ""green-900"": $green-900 ) !default"
"$teals","--bs-teals","","( ""teal-100"": $teal-100, ""teal-200"": $teal-200, ""teal-300"": $teal-300, ""teal-400"": $teal-400, ""teal-500"": $teal-500, ""teal-600"": $teal-600, ""teal-700"": $teal-700, ""teal-800"": $teal-800, ""teal-900"": $teal-900 ) !default"
"$cyans","--bs-cyans","","( ""cyan-100"": $cyan-100, ""cyan-200"": $cyan-200, ""cyan-300"": $cyan-300, ""cyan-400"": $cyan-400, ""cyan-500"": $cyan-500, ""cyan-600"": $cyan-600, ""cyan-700"": $cyan-700, ""cyan-800"": $cyan-800, ""cyan-900"": $cyan-900 ) !default"
"$primary-text-emphasis","--bs-primary-text-emphasis","","shade-color($primary, 60%) !default"
"$secondary-text-emphasis","--bs-secondary-text-emphasis","","shade-color($secondary, 60%) !default"
"$success-text-emphasis","--bs-success-text-emphasis","","shade-color($success, 60%) !default"
"$info-text-emphasis","--bs-info-text-emphasis","","shade-color($info, 60%) !default"
"$warning-text-emphasis","--bs-warning-text-emphasis","","shade-color($warning, 60%) !default"
"$danger-text-emphasis","--bs-danger-text-emphasis","","shade-color($danger, 60%) !default"
"$light-text-emphasis","--bs-light-text-emphasis","","$gray-700 !default"
"$dark-text-emphasis","--bs-dark-text-emphasis","","$gray-700 !default"
"$primary-bg-subtle","--bs-primary-bg-subtle","","tint-color($primary, 80%) !default"
"$secondary-bg-subtle","--bs-secondary-bg-subtle","","tint-color($secondary, 80%) !default"
"$success-bg-subtle","--bs-success-bg-subtle","","tint-color($success, 80%) !default"
"$info-bg-subtle","--bs-info-bg-subtle","","tint-color($info, 80%) !default"
"$warning-bg-subtle","--bs-warning-bg-subtle","","tint-color($warning, 80%) !default"
"$danger-bg-subtle","--bs-danger-bg-subtle","","tint-color($danger, 80%) !default"
"$light-bg-subtle","--bs-light-bg-subtle","","mix($gray-100, $white) !default"
"$dark-bg-subtle","--bs-dark-bg-subtle","","$gray-400 !default"
"$primary-border-subtle","--bs-primary-border-subtle","","tint-color($primary, 60%) !default"
"$secondary-border-subtle","--bs-secondary-border-subtle","","tint-color($secondary, 60%) !default"
"$success-border-subtle","--bs-success-border-subtle","","tint-color($success, 60%) !default"
"$info-border-subtle","--bs-info-border-subtle","","tint-color($info, 60%) !default"
"$warning-border-subtle","--bs-warning-border-subtle","","tint-color($warning, 60%) !default"
"$danger-border-subtle","--bs-danger-border-subtle","","tint-color($danger, 60%) !default"
"$light-border-subtle","--bs-light-border-subtle","","$gray-200 !default"
"$dark-border-subtle","--bs-dark-border-subtle","","$gray-500 !default"
"$escaped-characters","--bs-escaped-characters","","( (""<"", ""%3c""), ("">"", ""%3e""), (""#"", ""%23""), (""("", ""%28""), ("")"", ""%29""), ) !default"
"$enable-caret","--bs-enable-caret","","true !default"
"$enable-rounded","--bs-enable-rounded","","true !default"
"$enable-shadows","--bs-enable-shadows","","false !default"
"$enable-gradients","--bs-enable-gradients","","false !default"
"$enable-transitions","--bs-enable-transitions","","true !default"
"$enable-reduced-motion","--bs-enable-reduced-motion","","true !default"
"$enable-smooth-scroll","--bs-enable-smooth-scroll","","true !default"
"$enable-grid-classes","--bs-enable-grid-classes","","true !default"
"$enable-container-classes","--bs-enable-container-classes","","true !default"
"$enable-cssgrid","--bs-enable-cssgrid","","false !default"
"$enable-button-pointers","--bs-enable-button-pointers","","true !default"
"$enable-rfs","--bs-enable-rfs","","true !default"
"$enable-validation-icons","--bs-enable-validation-icons","","true !default"
"$enable-deprecation-messages","--bs-enable-deprecation-messages","","true !default"
"$enable-important-utilities","--bs-enable-important-utilities","","true !default"
"$color-mode-type","--bs-color-mode-type","","data !default"
"$variable-prefix","--bs-variable-prefix","","bs- !default"
"$prefix","--bs-prefix","","$variable-prefix !default"
"$gradient","--bs-gradient","","linear-gradient(180deg, rgba($white, .15), rgba($white, 0)) !default"
"$position-values","--bs-position-values","","( 0: 0, 50: 50%, 100: 100% ) !default"
"$body-text-align","--bs-body-text-align","","null !default"
"$body-color","--bs-body-color","","$gray-900 !default"
"$body-bg","--bs-body-bg","","$white !default"
"$body-secondary-color","--bs-body-secondary-color","","rgba($body-color, .75) !default"
"$body-secondary-bg","--bs-body-secondary-bg","","$gray-200 !default"
"$body-tertiary-color","--bs-body-tertiary-color","","rgba($body-color, .5) !default"
"$body-tertiary-bg","--bs-body-tertiary-bg","","$gray-100 !default"
"$body-emphasis-color","--bs-body-emphasis-color","","$black !default"
"$link-decoration","--bs-link-decoration","","underline !default"
"$link-shade-percentage","--bs-link-shade-percentage","","20% !default"
"$link-hover-decoration","--bs-link-hover-decoration","","null !default"
"$stretched-link-pseudo-element","--bs-stretched-link-pseudo-element","","after !default"
"$stretched-link-z-index","--bs-stretched-link-z-index","","1 !default"
"$icon-link-gap","--bs-icon-link-gap","",".375rem !default"
"$icon-link-underline-offset","--bs-icon-link-underline-offset","",".25em !default"
"$icon-link-icon-size","--bs-icon-link-icon-size","","1em !default"
"$icon-link-icon-transition","--bs-icon-link-icon-transition","",".2s ease-in-out transform !default"
"$icon-link-icon-transform","--bs-icon-link-icon-transform","","translate3d(.25em, 0, 0) !default"
"$paragraph-margin-bottom","--bs-paragraph-margin-bottom","","1rem !default"
"$grid-breakpoints","--bs-grid-breakpoints","","( xs: 0, sm: 576px, md: 768px, lg: 992px, xl: 1200px, xxl: 1400px ) !default"
"$container-max-widths","--bs-container-max-widths","","( sm: 540px, md: 720px, lg: 960px, xl: 1140px, xxl: 1320px ) !default"
"$grid-columns","--bs-grid-columns","","12 !default"
"$grid-gutter-width","--bs-grid-gutter-width","","1.5rem !default"
"$grid-row-columns","--bs-grid-row-columns","","6 !default"
"$container-padding-x","--bs-container-padding-x","","$grid-gutter-width !default"
"$border-width","--bs-border-width","","1px !default"
"$border-widths","--bs-border-widths","","( 1: 1px, 2: 2px, 3: 3px, 4: 4px, 5: 5px ) !default"
"$border-style","--bs-border-style","","solid !default"
"$border-color","--bs-border-color","","$gray-300 !default"
"$border-color-translucent","--bs-border-color-translucent","","rgba($black, .175) !default"
"$border-radius","--bs-border-radius","",".375rem !default"
"$border-radius-sm","--bs-border-radius-sm","",".25rem !default"
"$border-radius-lg","--bs-border-radius-lg","",".5rem !default"
"$border-radius-xl","--bs-border-radius-xl","","1rem !default"
"$border-radius-xxl","--bs-border-radius-xxl","","2rem !default"
"$border-radius-pill","--bs-border-radius-pill","","50rem !default"
"$border-radius-2xl","--bs-border-radius-2xl","","$border-radius-xxl !default"
"$box-shadow-inset","--bs-box-shadow-inset","","inset 0 1px 2px rgba($black, .075) !default"
"$component-active-color","--bs-component-active-color","","$white !default"
"$component-active-bg","--bs-component-active-bg","","$primary !default"
"$focus-ring-width","--bs-focus-ring-width","",".25rem !default"
"$focus-ring-color","--bs-focus-ring-color","","rgba($primary, $focus-ring-opacity) !default"
"$focus-ring-blur","--bs-focus-ring-blur","","0 !default"
"$focus-ring-box-shadow","--bs-focus-ring-box-shadow","","0 0 $focus-ring-blur $focus-ring-width $focus-ring-color !default"
"$caret-width","--bs-caret-width","",".3em !default"
"$caret-vertical-align","--bs-caret-vertical-align","","$caret-width * .85 !default"
"$caret-spacing","--bs-caret-spacing","","$caret-width * .85 !default"
"$transition-base","--bs-transition-base","","all .2s ease-in-out !default"
"$transition-fade","--bs-transition-fade","","opacity .15s linear !default"
"$transition-collapse","--bs-transition-collapse","","height .35s ease !default"
"$transition-collapse-width","--bs-transition-collapse-width","","width .35s ease !default"
"$aspect-ratios","--bs-aspect-ratios","","( ""1x1"": 100%, ""4x3"": calc(3 / 4 * 100%), ""16x9"": calc(9 / 16 * 100%), ""21x9"": calc(9 / 21 * 100%) ) !default"
"$font-family-monospace","--bs-font-family-monospace","","SFMono-Regular, Menlo, Monaco, Consolas, ""Liberation Mono"", ""Courier New"", monospace !default"
"$font-family-base","--bs-font-family-base","","var(--#{$prefix}font-sans-serif) !default"
"$font-family-code","--bs-font-family-code","","var(--#{$prefix}font-monospace) !default"
"$font-size-root","--bs-font-size-root","","null !default"
"$font-size-sm","--bs-font-size-sm","","$font-size-base * .875 !default"
"$font-size-lg","--bs-font-size-lg","","$font-size-base * 1.25 !default"
"$font-weight-lighter","--bs-font-weight-lighter","","lighter !default"
"$font-weight-light","--bs-font-weight-light","","300 !default"
"$font-weight-normal","--bs-font-weight-normal","","400 !default"
"$font-weight-medium","--bs-font-weight-medium","","500 !default"
"$font-weight-semibold","--bs-font-weight-semibold","","600 !default"
"$font-weight-bold","--bs-font-weight-bold","","700 !default"
"$font-weight-bolder","--bs-font-weight-bolder","","bolder !default"
"$font-weight-base","--bs-font-weight-base","","$font-weight-normal !default"
"$line-height-base","--bs-line-height-base","","1.5 !default"
"$line-height-sm","--bs-line-height-sm","","1.25 !default"
"$line-height-lg","--bs-line-height-lg","","2 !default"
"$h1-font-size","--bs-h1-font-size","","$font-size-base * 2.5 !default"
"$h2-font-size","--bs-h2-font-size","","$font-size-base * 2 !default"
"$h3-font-size","--bs-h3-font-size","","$font-size-base * 1.75 !default"
"$h4-font-size","--bs-h4-font-size","","$font-size-base * 1.5 !default"
"$h5-font-size","--bs-h5-font-size","","$font-size-base * 1.25 !default"
"$h6-font-size","--bs-h6-font-size","","$font-size-base !default"
"$font-sizes","--bs-font-sizes","","( 1: $h1-font-size, 2: $h2-font-size, 3: $h3-font-size, 4: $h4-font-size, 5: $h5-font-size, 6: $h6-font-size ) !default"
"$headings-margin-bottom","--bs-headings-margin-bottom","","$spacer * .5 !default"
"$headings-font-style","--bs-headings-font-style","","null !default"
"$headings-font-weight","--bs-headings-font-weight","","500 !default"
"$headings-line-height","--bs-headings-line-height","","1.2 !default"
"$headings-color","--bs-headings-color","","inherit !default"
"$display-font-sizes","--bs-display-font-sizes","","( 1: 5rem, 2: 4.5rem, 3: 4rem, 4: 3.5rem, 5: 3rem, 6: 2.5rem ) !default"
"$display-font-family","--bs-display-font-family","","null !default"
"$display-font-style","--bs-display-font-style","","null !default"
"$display-font-weight","--bs-display-font-weight","","300 !default"
"$display-line-height","--bs-display-line-height","","$headings-line-height !default"
"$lead-font-size","--bs-lead-font-size","","$font-size-base * 1.25 !default"
"$small-font-size","--bs-small-font-size","",".875em !default"
"$sub-sup-font-size","--bs-sub-sup-font-size","",".75em !default"
"$text-muted","--bs-text-muted","","var(--#{$prefix}secondary-color) !default"
"$initialism-font-size","--bs-initialism-font-size","","$small-font-size !default"
"$blockquote-margin-y","--bs-blockquote-margin-y","","$spacer !default"
"$blockquote-font-size","--bs-blockquote-font-size","","$font-size-base * 1.25 !default"
"$blockquote-footer-color","--bs-blockquote-footer-color","","$gray-600 !default"
"$blockquote-footer-font-size","--bs-blockquote-footer-font-size","","$small-font-size !default"
"$hr-margin-y","--bs-hr-margin-y","","$spacer !default"
"$hr-color","--bs-hr-color","","inherit !default"
"$hr-bg-color","--bs-hr-bg-color","","null !default"
"$hr-height","--bs-hr-height","","null !default"
"$hr-border-color","--bs-hr-border-color","","null !default"
"$hr-border-width","--bs-hr-border-width","","var(--#{$prefix}border-width) !default"
"$hr-opacity","--bs-hr-opacity","",".25 !default"
"$vr-border-width","--bs-vr-border-width","","var(--#{$prefix}border-width) !default"
"$legend-margin-bottom","--bs-legend-margin-bottom","",".5rem !default"
"$legend-font-size","--bs-legend-font-size","","1.5rem !default"
"$legend-font-weight","--bs-legend-font-weight","","null !default"
"$dt-font-weight","--bs-dt-font-weight","","$font-weight-bold !default"
"$list-inline-padding","--bs-list-inline-padding","",".5rem !default"
"$mark-padding","--bs-mark-padding","",".1875em !default"
"$mark-color","--bs-mark-color","","$body-color !default"
"$mark-bg","--bs-mark-bg","","$yellow-100 !default"
"$table-cell-padding-y","--bs-table-cell-padding-y","",".5rem !default"
"$table-cell-padding-x","--bs-table-cell-padding-x","",".5rem !default"
"$table-cell-padding-y-sm","--bs-table-cell-padding-y-sm","",".25rem !default"
"$table-cell-padding-x-sm","--bs-table-cell-padding-x-sm","",".25rem !default"
"$table-cell-vertical-align","--bs-table-cell-vertical-align","","top !default"
"$table-color","--bs-table-color","","var(--#{$prefix}emphasis-color) !default"
"$table-bg","--bs-table-bg","","var(--#{$prefix}body-bg) !default"
"$table-accent-bg","--bs-table-accent-bg","","transparent !default"
"$table-th-font-weight","--bs-table-th-font-weight","","null !default"
"$table-striped-color","--bs-table-striped-color","","$table-color !default"
"$table-active-color","--bs-table-active-color","","$table-color !default"
"$table-active-bg-factor","--bs-table-active-bg-factor","",".1 !default"
"$table-active-bg","--bs-table-active-bg","","rgba(var(--#{$prefix}emphasis-color-rgb), $table-active-bg-factor) !default"
"$table-hover-color","--bs-table-hover-color","","$table-color !default"
"$table-border-factor","--bs-table-border-factor","",".2 !default"
"$table-border-width","--bs-table-border-width","","var(--#{$prefix}border-width) !default"
"$table-border-color","--bs-table-border-color","","var(--#{$prefix}border-color) !default"
"$table-striped-order","--bs-table-striped-order","","odd !default"
"$table-striped-columns-order","--bs-table-striped-columns-order","","even !default"
"$table-group-separator-color","--bs-table-group-separator-color","","currentcolor !default"
"$table-caption-color","--bs-table-caption-color","","var(--#{$prefix}secondary-color) !default"
"$table-bg-scale","--bs-table-bg-scale","","-80% !default"
"$input-btn-padding-y","--bs-input-btn-padding-y","",".375rem !default"
"$input-btn-padding-x","--bs-input-btn-padding-x","",".75rem !default"
"$input-btn-font-family","--bs-input-btn-font-family","","null !default"
"$input-btn-font-size","--bs-input-btn-font-size","","$font-size-base !default"
"$input-btn-line-height","--bs-input-btn-line-height","","$line-height-base !default"
"$input-btn-focus-width","--bs-input-btn-focus-width","","$focus-ring-width !default"
"$input-btn-focus-color-opacity","--bs-input-btn-focus-color-opacity","","$focus-ring-opacity !default"
"$input-btn-focus-color","--bs-input-btn-focus-color","","$focus-ring-color !default"
"$input-btn-focus-blur","--bs-input-btn-focus-blur","","$focus-ring-blur !default"
"$input-btn-focus-box-shadow","--bs-input-btn-focus-box-shadow","","$focus-ring-box-shadow !default"
"$input-btn-padding-y-sm","--bs-input-btn-padding-y-sm","",".25rem !default"
"$input-btn-padding-x-sm","--bs-input-btn-padding-x-sm","",".5rem !default"
"$input-btn-font-size-sm","--bs-input-btn-font-size-sm","","$font-size-sm !default"
"$input-btn-padding-y-lg","--bs-input-btn-padding-y-lg","",".5rem !default"
"$input-btn-padding-x-lg","--bs-input-btn-padding-x-lg","","1rem !default"
"$input-btn-font-size-lg","--bs-input-btn-font-size-lg","","$font-size-lg !default"
"$input-btn-border-width","--bs-input-btn-border-width","","var(--#{$prefix}border-width) !default"
"$btn-color","--bs-btn-color","","var(--#{$prefix}body-color) !default"
"$btn-font-family","--bs-btn-font-family","","$input-btn-font-family !default"
"$btn-font-size","--bs-btn-font-size","","$input-btn-font-size !default"
"$btn-line-height","--bs-btn-line-height","","$input-btn-line-height !default"
"$btn-white-space","--bs-btn-white-space","","null !default"
"$btn-padding-y-sm","--bs-btn-padding-y-sm","","$input-btn-padding-y-sm !default"
"$btn-padding-x-sm","--bs-btn-padding-x-sm","","$input-btn-padding-x-sm !default"
"$btn-font-size-sm","--bs-btn-font-size-sm","","$input-btn-font-size-sm !default"
"$btn-padding-y-lg","--bs-btn-padding-y-lg","","$input-btn-padding-y-lg !default"
"$btn-padding-x-lg","--bs-btn-padding-x-lg","","$input-btn-padding-x-lg !default"
"$btn-font-size-lg","--bs-btn-font-size-lg","","$input-btn-font-size-lg !default"
"$btn-box-shadow","--bs-btn-box-shadow","","inset 0 1px 0 rgba($white, .15), 0 1px 1px rgba($black, .075) !default"
"$btn-focus-width","--bs-btn-focus-width","","$input-btn-focus-width !default"
"$btn-focus-box-shadow","--bs-btn-focus-box-shadow","","$input-btn-focus-box-shadow !default"
"$btn-disabled-opacity","--bs-btn-disabled-opacity","",".65 !default"
"$btn-active-box-shadow","--bs-btn-active-box-shadow","","inset 0 3px 5px rgba($black, .125) !default"
"$btn-link-color","--bs-btn-link-color","","var(--#{$prefix}link-color) !default"
"$btn-link-hover-color","--bs-btn-link-hover-color","","var(--#{$prefix}link-hover-color) !default"
"$btn-link-disabled-color","--bs-btn-link-disabled-color","","$gray-600 !default"
"$btn-link-focus-shadow-rgb","--bs-btn-link-focus-shadow-rgb","","to-rgb(mix(color-contrast($link-color), $link-color, 15%)) !default"
"$btn-transition","--bs-btn-transition","","color .15s ease-in-out, background-color .15s ease-in-out, border-color .15s ease-in-out, box-shadow .15s ease-in-out !default"
"$btn-hover-bg-shade-amount","--bs-btn-hover-bg-shade-amount","","15% !default"
"$btn-hover-bg-tint-amount","--bs-btn-hover-bg-tint-amount","","15% !default"
"$btn-hover-border-shade-amount","--bs-btn-hover-border-shade-amount","","20% !default"
"$btn-hover-border-tint-amount","--bs-btn-hover-border-tint-amount","","10% !default"
"$btn-active-bg-shade-amount","--bs-btn-active-bg-shade-amount","","20% !default"
"$btn-active-bg-tint-amount","--bs-btn-active-bg-tint-amount","","20% !default"
"$btn-active-border-shade-amount","--bs-btn-active-border-shade-amount","","25% !default"
"$btn-active-border-tint-amount","--bs-btn-active-border-tint-amount","","10% !default"
"$form-text-margin-top","--bs-form-text-margin-top","",".25rem !default"
"$form-text-font-size","--bs-form-text-font-size","","$small-font-size !default"
"$form-text-font-style","--bs-form-text-font-style","","null !default"
"$form-text-font-weight","--bs-form-text-font-weight","","null !default"
"$form-text-color","--bs-form-text-color","","var(--#{$prefix}secondary-color) !default"
"$form-label-margin-bottom","--bs-form-label-margin-bottom","",".5rem !default"
"$form-label-font-style","--bs-form-label-font-style","","null !default"
"$form-label-color","--bs-form-label-color","","null !default"
"$input-padding-y","--bs-input-padding-y","","$input-btn-padding-y !default"
"$input-padding-x","--bs-input-padding-x","","$input-btn-padding-x !default"
"$input-font-family","--bs-input-font-family","","$input-btn-font-family !default"
"$input-font-size","--bs-input-font-size","","$input-btn-font-size !default"
"$input-font-weight","--bs-input-font-weight","","$font-weight-base !default"
"$input-line-height","--bs-input-line-height","","$input-btn-line-height !default"
"$input-padding-y-sm","--bs-input-padding-y-sm","","$input-btn-padding-y-sm !default"
"$input-padding-x-sm","--bs-input-padding-x-sm","","$input-btn-padding-x-sm !default"
"$input-font-size-sm","--bs-input-font-size-sm","","$input-btn-font-size-sm !default"
"$input-padding-y-lg","--bs-input-padding-y-lg","","$input-btn-padding-y-lg !default"
"$input-padding-x-lg","--bs-input-padding-x-lg","","$input-btn-padding-x-lg !default"
"$input-font-size-lg","--bs-input-font-size-lg","","$input-btn-font-size-lg !default"
"$input-bg","--bs-input-bg","","var(--#{$prefix}body-bg) !default"
"$input-disabled-color","--bs-input-disabled-color","","null !default"
"$input-disabled-bg","--bs-input-disabled-bg","","var(--#{$prefix}secondary-bg) !default"
"$input-disabled-border-color","--bs-input-disabled-border-color","","null !default"
"$input-color","--bs-input-color","","var(--#{$prefix}body-color) !default"
"$input-border-color","--bs-input-border-color","","var(--#{$prefix}border-color) !default"
"$input-border-width","--bs-input-border-width","","$input-btn-border-width !default"
"$input-box-shadow","--bs-input-box-shadow","","var(--#{$prefix}box-shadow-inset) !default"
"$input-border-radius","--bs-input-border-radius","","var(--#{$prefix}border-radius) !default"
"$input-border-radius-sm","--bs-input-border-radius-sm","","var(--#{$prefix}border-radius-sm) !default"
"$input-border-radius-lg","--bs-input-border-radius-lg","","var(--#{$prefix}border-radius-lg) !default"
"$input-focus-bg","--bs-input-focus-bg","","$input-bg !default"
"$input-focus-border-color","--bs-input-focus-border-color","","tint-color($component-active-bg, 50%) !default"
"$input-focus-color","--bs-input-focus-color","","$input-color !default"
"$input-focus-width","--bs-input-focus-width","","$input-btn-focus-width !default"
"$input-focus-box-shadow","--bs-input-focus-box-shadow","","$input-btn-focus-box-shadow !default"
"$input-placeholder-color","--bs-input-placeholder-color","","var(--#{$prefix}secondary-color) !default"
"$input-plaintext-color","--bs-input-plaintext-color","","var(--#{$prefix}body-color) !default"
"$input-height-border","--bs-input-height-border","","calc(#{$input-border-width} * 2) !default"
"$input-height-inner","--bs-input-height-inner","","add($input-line-height * 1em, $input-padding-y * 2) !default"
"$input-height-inner-half","--bs-input-height-inner-half","","add($input-line-height * .5em, $input-padding-y) !default"
"$input-height-inner-quarter","--bs-input-height-inner-quarter","","add($input-line-height * .25em, $input-padding-y * .5) !default"
"$input-height","--bs-input-height","","add($input-line-height * 1em, add($input-padding-y * 2, $input-height-border, false)) !default"
"$input-height-sm","--bs-input-height-sm","","add($input-line-height * 1em, add($input-padding-y-sm * 2, $input-height-border, false)) !default"
"$input-height-lg","--bs-input-height-lg","","add($input-line-height * 1em, add($input-padding-y-lg * 2, $input-height-border, false)) !default"
"$input-transition","--bs-input-transition","","border-color .15s ease-in-out, box-shadow .15s ease-in-out !default"
"$form-color-width","--bs-form-color-width","","3rem !default"
"$form-check-input-width","--bs-form-check-input-width","","1em !default"
"$form-check-min-height","--bs-form-check-min-height","","$font-size-base * $line-height-base !default"
"$form-check-padding-start","--bs-form-check-padding-start","","$form-check-input-width + .5em !default"
"$form-check-margin-bottom","--bs-form-check-margin-bottom","",".125rem !default"
"$form-check-label-color","--bs-form-check-label-color","","null !default"
"$form-check-label-cursor","--bs-form-check-label-cursor","","null !default"
"$form-check-transition","--bs-form-check-transition","","null !default"
"$form-check-input-active-filter","--bs-form-check-input-active-filter","","brightness(90%) !default"
"$form-check-input-bg","--bs-form-check-input-bg","","$input-bg !default"
"$form-check-input-border","--bs-form-check-input-border","","var(--#{$prefix}border-width) solid var(--#{$prefix}border-color) !default"
"$form-check-input-border-radius","--bs-form-check-input-border-radius","",".25em !default"
"$form-check-radio-border-radius","--bs-form-check-radio-border-radius","","50% !default"
"$form-check-input-focus-border","--bs-form-check-input-focus-border","","$input-focus-border-color !default"
"$form-check-input-focus-box-shadow","--bs-form-check-input-focus-box-shadow","","$focus-ring-box-shadow !default"
"$form-check-input-checked-color","--bs-form-check-input-checked-color","","$component-active-color !default"
"$form-check-input-checked-bg-color","--bs-form-check-input-checked-bg-color","","$component-active-bg !default"
"$form-check-input-checked-border-color","--bs-form-check-input-checked-border-color","","$form-check-input-checked-bg-color !default"
"$form-check-input-checked-bg-image","--bs-form-check-input-checked-bg-image","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 20 20'><path fill='none' stroke='#{$form-check-input-checked-color}' stroke-linecap='round' stroke-linejoin='round' stroke-width='3' d='m6 10 3 3 6-6'/></svg>"") !default"
"$form-check-radio-checked-bg-image","--bs-form-check-radio-checked-bg-image","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='-4 -4 8 8'><circle r='2' fill='#{$form-check-input-checked-color}'/></svg>"") !default"
"$form-check-input-indeterminate-color","--bs-form-check-input-indeterminate-color","","$component-active-color !default"
"$form-check-input-indeterminate-bg-color","--bs-form-check-input-indeterminate-bg-color","","$component-active-bg !default"
"$form-check-input-indeterminate-border-color","--bs-form-check-input-indeterminate-border-color","","$form-check-input-indeterminate-bg-color !default"
"$form-check-input-indeterminate-bg-image","--bs-form-check-input-indeterminate-bg-image","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 20 20'><path fill='none' stroke='#{$form-check-input-indeterminate-color}' stroke-linecap='round' stroke-linejoin='round' stroke-width='3' d='M6 10h8'/></svg>"") !default"
"$form-check-input-disabled-opacity","--bs-form-check-input-disabled-opacity","",".5 !default"
"$form-check-label-disabled-opacity","--bs-form-check-label-disabled-opacity","","$form-check-input-disabled-opacity !default"
"$form-check-btn-check-disabled-opacity","--bs-form-check-btn-check-disabled-opacity","","$btn-disabled-opacity !default"
"$form-check-inline-margin-end","--bs-form-check-inline-margin-end","","1rem !default"
"$form-switch-color","--bs-form-switch-color","","rgba($black, .25) !default"
"$form-switch-width","--bs-form-switch-width","","2em !default"
"$form-switch-padding-start","--bs-form-switch-padding-start","","$form-switch-width + .5em !default"
"$form-switch-bg-image","--bs-form-switch-bg-image","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='-4 -4 8 8'><circle r='3' fill='#{$form-switch-color}'/></svg>"") !default"
"$form-switch-border-radius","--bs-form-switch-border-radius","","$form-switch-width !default"
"$form-switch-transition","--bs-form-switch-transition","","background-position .15s ease-in-out !default"
"$form-switch-focus-color","--bs-form-switch-focus-color","","$input-focus-border-color !default"
"$form-switch-focus-bg-image","--bs-form-switch-focus-bg-image","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='-4 -4 8 8'><circle r='3' fill='#{$form-switch-focus-color}'/></svg>"") !default"
"$form-switch-checked-color","--bs-form-switch-checked-color","","$component-active-color !default"
"$form-switch-checked-bg-image","--bs-form-switch-checked-bg-image","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='-4 -4 8 8'><circle r='3' fill='#{$form-switch-checked-color}'/></svg>"") !default"
"$form-switch-checked-bg-position","--bs-form-switch-checked-bg-position","","right center !default"
"$input-group-addon-padding-y","--bs-input-group-addon-padding-y","","$input-padding-y !default"
"$input-group-addon-padding-x","--bs-input-group-addon-padding-x","","$input-padding-x !default"
"$input-group-addon-font-weight","--bs-input-group-addon-font-weight","","$input-font-weight !default"
